429	4238	3
4239	392	0
392	4239	3
4239	429	0
429	4239	3
4240	430	0
430	4240	3
4241	431	0
431	4241	3
4242	433	0
433	4242	3
4243	434	0
434	4243	3
4244	324	0
324	4244	3
4244	436	0
436	4244	3
4245	440	0
440	4245	3
4246	441	0
441	4246	3
4247	441	0
441	4247	3
4248	441	0
441	4248	3
4249	441	0
441	4249	3
4250	441	0
441	4250	3
4251	441	0
441	4251	3
4251	442	0
442	4251	3
4252	396	0
396	4252	3
4252	441	0
441	4252	3
4253	441	0
441	4253	3
4254	445	0
445	4254	3
4255	84	0
84	4255	3
4256	446	0
446	4256	3
4257	447	0
447	4257	3
4258	448	0
448	4258	3
4259	450	0
450	4259	3
4260	452	0
452	4260	3
4261	439	0
439	4261	3
4261	453	0
453	4261	3
4262	454	0
454	4262	3
4263	454	0
454	4263	3
4264	455	0
455	4264	3
4265	455	0
455	4265	3
4266	428	0
428	4266	3
4266	456	0
456	4266	3
4267	457	0
457	4267	3
4268	460	0
460	4268	3
4269	460	0
460	4269	3
4270	417	0
417	4270	3
4270	461	0
461	4270	3
4271	463	0
463	4271	3
4272	464	0
464	4272	3
4273	94	0
94	4273	3
4274	465	0
465	4274	3
4275	352	0
352	4275	3
4276	468	0
468	4276	3
4276	469	0
469	4276	3
4277	468	0
468	4277	3
4278	379	0
379	4278	3
4278	470	0
470	4278	3
4279	72	0
72	4279	3
4280	72	0
72	4280	3
4281	72	0
72	4281	3
4281	209	0
209	4281	3
4282	72	0
72	4282	3
4282	73	0
73	4282	3
4283	72	0
72	4283	3
4283	73	0
73	4283	3
4284	72	0
72	4284	3
4284	73	0
73	4284	3
4285	72	0
72	4285	3
4285	73	0
73	4285	3
4286	72	0
72	4286	3
4286	73	0
73	4286	3
4287	72	0
72	4287	3
4287	73	0
73	4287	3
4288	425	0
425	4288	3
4288	471	0
471	4288	3
4289	472	0
472	4289	3
4290	474	0
474	4290	3
4291	474	0
474	4291	3
4292	474	0
474	4292	3
4293	474	0
474	4293	3
4294	476	0
476	4294	3
4295	476	0
476	4295	3
4296	484	0
484	4296	3
4297	484	0
484	4297	3
4298	484	0
484	4298	3
4299	484	0
484	4299	3
4300	484	0
484	4300	3
4301	486	0
486	4301	3
4302	8	0
8	4302	3
4303	352	0
352	4303	3
4304	487	0
487	4304	3
4305	383	0
383	4305	3
4306	488	0
488	4306	3
4306	489	0
489	4306	3
4307	375	0
375	4307	3
4308	490	0
490	4308	3
4309	491	0
491	4309	3
4310	492	0
492	4310	3
4311	493	0
493	4311	3
4312	496	0
496	4312	3
4313	439	0
439	4313	3
4313	497	0
497	4313	3
4314	439	0
439	4314	3
4315	498	0
498	4315	3
4315	499	0
499	4315	3
4316	209	0
209	4316	3
4317	501	0
501	4317	3
4318	501	0
501	4318	3
4318	502	0
502	4318	3
4319	310	0
310	4319	3
4320	503	0
503	4320	3
4321	504	0
504	4321	3
4322	310	0
310	4322	3
4323	310	0
310	4323	3
4323	505	0
505	4323	3
4324	469	0
469	4324	3
4325	433	0
433	4325	3
4326	399	0
399	4326	3
4327	399	0
399	4327	3
4328	506	0
506	4328	3
4329	433	0
433	4329	3
4330	509	0
509	4330	3
4331	510	0
510	4331	3
4332	510	0
510	4332	3
4333	511	0
511	4333	3
4334	289	0
289	4334	3
4335	512	0
512	4335	3
4336	513	0
513	4336	3
4337	514	0
514	4337	3
4338	86	0
86	4338	3
4339	80	0
80	4339	3
4339	86	0
86	4339	3
4340	42	0
42	4340	3
4340	515	0
515	4340	3
4341	516	0
516	4341	3
4342	497	0
497	4342	3
4343	517	0
517	4343	3
4344	518	0
518	4344	3
4345	420	0
420	4345	3
4345	519	0
519	4345	3
4346	420	0
420	4346	3
4346	519	0
519	4346	3
4347	246	0
246	4347	3
4348	520	0
520	4348	3
4349	520	0
520	4349	3
4350	521	0
521	4350	3
4351	521	0
521	4351	3
4351	522	0
522	4351	3
4352	76	0
76	4352	3
4353	76	0
76	4353	3
4354	524	0
524	4354	3
4355	296	0
296	4355	3
4355	345	0
345	4355	3
4356	390	0
390	4356	3
4356	525	0
525	4356	3
4357	526	0
526	4357	3
4358	526	0
526	4358	3
4359	527	0
527	4359	3
4360	520	0
520	4360	3
4360	529	0
529	4360	3
4361	531	0
531	4361	3
4362	531	0
531	4362	3
4363	532	0
532	4363	3
4363	533	0
533	4363	3
4364	534	0
534	4364	3
4365	535	0
535	4365	3
4366	536	0
536	4366	3
4367	537	0
537	4367	3
4368	538	0
538	4368	3
4369	539	0
539	4369	3
4369	540	0
540	4369	3
4370	539	0
539	4370	3
4370	540	0
540	4370	3
4371	539	0
539	4371	3
4371	540	0
540	4371	3
4372	541	0
541	4372	3
4373	47	0
47	4373	3
4373	542	0
542	4373	3
4374	542	0
542	4374	3
4375	289	0
289	4375	3
4376	377	0
377	4376	3
4377	543	0
543	4377	3
4378	47	0
47	4378	3
4378	545	0
545	4378	3
4378	546	0
546	4378	3
4379	322	0
322	4379	3
4379	547	0
547	4379	3
4380	322	0
322	4380	3
4380	547	0
547	4380	3
4381	548	0
548	4381	3
4382	548	0
548	4382	3
4383	548	0
548	4383	3
4384	548	0
548	4384	3
4384	549	0
549	4384	3
4385	551	0
551	4385	3
4386	14	0
14	4386	3
4387	271	0
271	4387	3
4388	553	0
553	4388	3
4389	553	0
553	4389	3
4389	554	0
554	4389	3
4390	555	0
555	4390	3
4391	555	0
555	4391	3
4392	555	0
555	4392	3
4393	556	0
556	4393	3
4394	11	0
11	4394	3
4394	557	0
557	4394	3
4395	558	0
558	4395	3
4396	559	0
559	4396	3
4397	560	0
560	4397	3
4398	222	0
222	4398	3
4398	355	0
355	4398	3
4399	222	0
222	4399	3
4400	562	0
562	4400	3
4401	562	0
562	4401	3
4402	308	0
308	4402	3
4403	308	0
308	4403	3
4403	563	0
563	4403	3
4404	80	0
80	4404	3
4405	80	0
80	4405	3
4405	86	0
86	4405	3
4405	87	0
87	4405	3
4405	564	0
564	4405	3
4406	301	0
301	4406	3
4407	565	0
565	4407	3
4408	368	0
368	4408	3
4408	566	0
566	4408	3
4408	567	0
567	4408	3
4409	568	0
568	4409	3
4410	568	0
568	4410	3
4411	569	0
569	4411	3
4412	570	0
570	4412	3
4413	570	0
570	4413	3
4414	79	0
79	4414	3
4414	480	0
480	4414	3
4415	278	0
278	4415	3
4416	548	0
548	4416	3
4417	548	0
548	4417	3
4418	571	0
571	4418	3
4419	572	0
572	4419	3
4420	324	0
324	4420	3
4421	71	0
71	4421	3
4421	573	0
573	4421	3
4422	574	0
574	4422	3
4423	575	0
575	4423	3
4424	530	0
530	4424	3
4425	530	0
530	4425	3
4426	530	0
530	4426	3
4427	530	0
530	4427	3
4428	576	0
576	4428	3
4429	577	0
577	4429	3
4430	322	0
322	4430	3
4431	579	0
579	4431	3
4431	580	0
580	4431	3
4432	575	0
575	4432	3
4433	581	0
581	4433	3
4434	581	0
581	4434	3
4435	582	0
582	4435	3
4436	583	0
583	4436	3
4437	151	0
151	4437	3
4438	584	0
584	4438	3
4439	585	0
585	4439	3
4440	586	0
586	4440	3
4441	587	0
587	4441	3
4442	588	0
588	4442	3
4443	589	0
589	4443	3
4444	404	0
404	4444	3
4445	305	0
305	4445	3
4445	591	0
591	4445	3
4446	591	0
591	4446	3
4447	592	0
592	4447	3
4448	593	0
593	4448	3
4449	594	0
594	4449	3
4449	595	0
595	4449	3
4449	596	0
596	4449	3
4450	597	0
597	4450	3
4451	269	0
269	4451	3
4452	598	0
598	4452	3
4453	497	0
497	4453	3
4453	540	0
540	4453	3
4454	367	0
367	4454	3
4455	384	0
384	4455	3
4456	599	0
599	4456	3
4457	600	0
600	4457	3
4458	277	0
277	4458	3
4459	277	0
277	4459	3
4460	73	0
73	4460	3
4461	73	0
73	4461	3
4462	497	0
497	4462	3
4463	497	0
497	4463	3
4464	603	0
603	4464	3
4465	497	0
497	4465	3
4466	603	0
603	4466	3
4467	603	0
603	4467	3
4468	603	0
603	4468	3
4469	497	0
497	4469	3
4470	497	0
497	4470	3
4471	497	0
497	4471	3
4472	497	0
497	4472	3
4473	604	0
604	4473	3
4474	596	0
596	4474	3
4474	605	0
605	4474	3
4475	606	0
606	4475	3
4475	607	0
607	4475	3
4476	608	0
608	4476	3
4477	520	0
520	4477	3
4478	520	0
520	4478	3
4479	609	0
609	4479	3
4480	540	0
540	4480	3
4481	611	0
611	4481	3
4482	614	0
614	4482	3
4483	269	0
269	4483	3
4483	615	0
615	4483	3
4484	579	0
579	4484	3
4485	8	0
8	4485	3
4486	616	0
616	4486	3
4487	91	0
91	4487	3
4488	618	0
618	4488	3
4489	245	0
245	4489	3
4489	246	0
246	4489	3
4490	619	0
619	4490	3
4490	620	0
620	4490	3
4491	619	0
619	4491	3
4492	619	0
619	4492	3
4493	622	0
622	4493	3
4494	91	0
91	4494	3
4495	624	0
624	4495	3
4496	615	0
615	4496	3
4497	619	0
619	4497	3
4497	625	0
625	4497	3
4498	243	0
243	4498	3
4499	246	0
246	4499	3
4500	627	0
627	4500	3
4501	628	0
628	4501	3
4502	628	0
628	4502	3
4503	597	0
597	4503	3
4504	630	0
630	4504	3
4505	631	0
631	4505	3
4506	632	0
632	4506	3
4507	631	0
631	4507	3
4508	633	0
633	4508	3
4509	322	0
322	4509	3
4510	322	0
322	4510	3
4510	547	0
547	4510	3
4511	322	0
322	4511	3
4512	634	0
634	4512	3
4513	635	0
635	4513	3
4514	635	0
635	4514	3
4515	635	0
635	4515	3
4516	310	0
310	4516	3
4516	636	0
636	4516	3
4517	310	0
310	4517	3
4518	598	0
598	4518	3
4518	637	0
637	4518	3
4519	639	0
639	4519	3
4519	640	0
640	4519	3
4520	641	0
641	4520	3
4521	642	0
642	4521	3
4522	643	0
643	4522	3
4523	644	0
644	4523	3
4524	644	0
644	4524	3
4525	269	0
269	4525	3
4525	305	0
305	4525	3
4526	305	0
305	4526	3
4527	365	0
365	4527	3
4527	367	0
367	4527	3
4528	646	0
646	4528	3
4529	647	0
647	4529	3
4530	648	0
648	4530	3
4530	649	0
649	4530	3
4531	650	0
650	4531	3
4532	653	0
653	4532	3
4533	132	0
132	4533	3
4534	165	0
165	4534	3
4535	441	0
441	4535	3
4536	560	0
560	4536	3
4537	461	0
461	4537	3
4538	461	0
461	4538	3
4539	461	0
461	4539	3
4540	654	0
654	4540	3
4541	654	0
654	4541	3
4542	655	0
655	4542	3
4543	365	0
365	4543	3
4543	656	0
656	4543	3
4544	657	0
657	4544	3
4545	659	0
659	4545	3
4546	659	0
659	4546	3
4547	659	0
659	4547	3
4547	660	0
660	4547	3
4548	646	0
646	4548	3
4549	439	0
439	4549	3
4549	662	0
662	4549	3
4550	439	0
439	4550	3
4550	662	0
662	4550	3
4551	663	0
663	4551	3
4552	664	0
664	4552	3
4552	665	0
665	4552	3
4553	530	0
530	4553	3
4553	666	0
666	4553	3
4554	536	0
536	4554	3
4555	667	0
667	4555	3
4556	668	0
668	4556	3
4556	669	0
669	4556	3
4557	668	0
668	4557	3
4557	669	0
669	4557	3
4558	658	0
658	4558	3
4559	670	0
670	4559	3
4560	671	0
671	4560	3
4561	641	0
641	4561	3
4562	672	0
672	4562	3
4563	673	0
673	4563	3
4564	643	0
643	4564	3
4565	318	0
318	4565	3
4565	674	0
674	4565	3
4566	675	0
675	4566	3
4567	91	0
91	4567	3
4567	676	0
676	4567	3
4568	5	0
5	4568	3
4569	678	0
678	4569	3
4569	679	0
679	4569	3
4570	678	0
678	4570	3
4570	680	0
680	4570	3
4571	576	0
576	4571	3
4572	681	0
681	4572	3
4572	682	0
682	4572	3
4573	683	0
683	4573	3
4574	684	0
684	4574	3
4575	684	0
684	4575	3
4576	677	0
677	4576	3
4577	685	0
685	4577	3
4578	564	0
564	4578	3
4579	564	0
564	4579	3
4580	686	0
686	4580	3
4581	279	0
279	4581	3
4582	688	0
688	4582	3
4583	689	0
689	4583	3
4584	689	0
689	4584	3
4585	690	0
690	4585	3
4585	691	0
691	4585	3
4586	690	0
690	4586	3
4587	305	0
305	4587	3
4588	392	0
392	4588	3
4589	462	0
462	4589	3
4590	307	0
307	4590	3
4591	692	0
692	4591	3
4592	694	0
694	4592	3
4593	398	0
398	4593	3
4594	695	0
695	4594	3
4595	696	0
696	4595	3
4595	697	0
697	4595	3
4596	698	0
698	4596	3
4597	698	0
698	4597	3
4598	384	0
384	4598	3
4599	337	0
337	4599	3
4599	342	0
342	4599	3
4599	700	0
700	4599	3
4600	433	0
433	4600	3
4601	701	0
701	4601	3
4602	58	0
58	4602	3
4603	702	0
702	4603	3
4604	702	0
702	4604	3
4605	325	0
325	4605	3
4606	506	0
506	4606	3
4607	506	0
506	4607	3
4608	295	0
295	4608	3
4609	706	0
706	4609	3
4610	326	0
326	4610	3
4611	708	0
708	4611	3
4612	709	0
709	4612	3
4613	709	0
709	4613	3
4614	709	0
709	4614	3
4614	710	0
710	4614	3
4615	3	0
3	4615	3
4616	711	0
711	4616	3
4617	331	0
331	4617	3
4618	267	0
267	4618	3
4618	367	0
367	4618	3
4619	267	0
267	4619	3
4619	367	0
367	4619	3
4620	712	0
712	4620	3
4621	289	0
289	4621	3
4622	714	0
714	4622	3
4623	715	0
715	4623	3
4624	643	0
643	4624	3
4625	165	0
165	4625	3
4626	700	0
700	4626	3
4627	377	0
377	4627	3
4627	440	0
440	4627	3
4628	571	0
571	4628	3
4628	717	0
717	4628	3
4629	289	0
289	4629	3
4630	718	0
718	4630	3
4631	324	0
324	4631	3
4631	721	0
721	4631	3
4632	722	0
722	4632	3
4633	77	0
77	4633	3
4634	570	0
570	4634	3
4635	76	0
76	4635	3
4636	723	0
723	4636	3
4637	724	0
724	4637	3
4638	724	0
724	4638	3
4639	564	0
564	4639	3
4640	612	0
612	4640	3
4641	449	0
449	4641	3
4642	401	0
401	4642	3
4642	725	0
725	4642	3
4643	401	0
401	4643	3
4643	725	0
725	4643	3
4644	726	0
726	4644	3
4645	728	0
728	4645	3
4646	383	0
383	4646	3
4646	729	0
729	4646	3
4647	76	0
76	4647	3
4647	733	0
733	4647	3
4648	76	0
76	4648	3
4648	733	0
733	4648	3
4649	76	0
76	4649	3
4649	733	0
733	4649	3
4650	734	0
734	4650	3
4651	734	0
734	4651	3
4652	734	0
734	4652	3
4653	735	0
735	4653	3
4653	736	0
736	4653	3
4654	737	0
737	4654	3
4655	738	0
738	4655	3
4656	499	0
499	4656	3
4657	669	0
669	4657	3
4658	669	0
669	4658	3
4659	669	0
669	4659	3
4660	423	0
423	4660	3
4661	423	0
423	4661	3
4662	423	0
423	4662	3
4663	423	0
423	4663	3
4664	530	0
530	4664	3
4665	740	0
740	4665	3
4666	601	0
601	4666	3
4667	741	0
741	4667	3
4668	73	0
73	4668	3
4669	742	0
742	4669	3
4670	294	0
294	4670	3
4671	441	0
441	4671	3
4672	744	0
744	4672	3
4673	744	0
744	4673	3
4674	744	0
744	4674	3
4675	529	0
529	4675	3
4676	745	0
745	4676	3
4677	745	0
745	4677	3
4678	595	0
595	4678	3
4679	746	0
746	4679	3
4680	392	0
392	4680	3
4681	392	0
392	4681	3
4682	565	0
565	4682	3
4683	700	0
700	4683	3
4684	277	0
277	4684	3
4685	747	0
747	4685	3
4686	748	0
748	4686	3
4687	749	0
749	4687	3
4688	750	0
750	4688	3
4689	613	0
613	4689	3
4690	751	0
751	4690	3
4691	752	0
752	4691	3
4692	752	0
752	4692	3
4693	753	0
753	4693	3
4694	753	0
753	4694	3
4695	754	0
754	4695	3
4696	699	0
699	4696	3
4697	699	0
699	4697	3
4698	36	0
36	4698	3
4698	758	0
758	4698	3
4699	759	0
759	4699	3
4699	760	0
760	4699	3
4700	761	0
761	4700	3
4701	763	0
763	4701	3
4702	763	0
763	4702	3
4703	765	0
765	4703	3
4704	271	0
271	4704	3
4704	766	0
766	4704	3
4705	271	0
271	4705	3
4705	766	0
766	4705	3
4706	767	0
767	4706	3
4707	73	0
73	4707	3
4708	73	0
73	4708	3
4709	16	0
16	4709	3
4710	16	0
16	4710	3
4711	769	0
769	4711	3
4712	769	0
769	4712	3
4713	82	0
82	4713	3
4714	103	0
103	4714	3
4715	770	0
770	4715	3
4716	584	0
584	4716	3
4716	771	0
771	4716	3
4717	769	0
769	4717	3
4718	772	0
772	4718	3
4719	91	0
91	4719	3
4720	76	0
76	4720	3
4721	91	0
91	4721	3
4722	102	0
102	4722	3
4723	102	0
102	4723	3
4724	773	0
773	4724	3
4725	197	0
197	4725	3
4726	774	0
774	4726	3
4727	775	0
775	4727	3
4728	776	0
776	4728	3
4729	460	0
460	4729	3
4730	777	0
777	4730	3
4731	102	0
102	4731	3
4732	778	0
778	4732	3
4733	779	0
779	4733	3
4734	781	0
781	4734	3
4735	404	0
404	4735	3
4736	566	0
566	4736	3
4737	566	0
566	4737	3
4738	328	0
328	4738	3
4739	566	0
566	4739	3
4740	628	0
628	4740	3
4741	782	0
782	4741	3
4742	643	0
643	4742	3
4743	643	0
643	4743	3
4744	643	0
643	4744	3
4745	643	0
643	4745	3
4746	784	0
784	4746	3
4747	643	0
643	4747	3
4748	643	0
643	4748	3
4749	785	0
785	4749	3
4750	785	0
785	4750	3
4751	786	0
786	4751	3
4752	785	0
785	4752	3
4753	787	0
787	4753	3
4754	483	0
483	4754	3
4755	788	0
788	4755	3
4756	789	0
789	4756	3
4757	789	0
789	4757	3
4758	678	0
678	4758	3
4759	678	0
678	4759	3
4760	793	0
793	4760	3
4761	742	0
742	4761	3
4762	794	0
794	4762	3
4763	19	0
19	4763	3
4763	742	0
742	4763	3
4764	794	0
794	4764	3
4765	742	0
742	4765	3
4766	669	0
669	4766	3
4767	691	0
691	4767	3
4768	691	0
691	4768	3
4769	444	0
444	4769	3
4769	795	0
795	4769	3
4770	326	0
326	4770	3
4771	691	0
691	4771	3
4772	796	0
796	4772	3
4773	383	0
383	4773	3
4773	797	0
797	4773	3
4774	478	0
478	4774	3
4775	272	0
272	4775	3
4776	798	0
798	4776	3
4777	695	0
695	4777	3
4778	289	0
289	4778	3
4779	289	0
289	4779	3
4780	800	0
800	4780	3
4781	801	0
801	4781	3
4782	802	0
802	4782	3
4783	802	0
802	4783	3
4784	91	0
91	4784	3
4784	676	0
676	4784	3
4785	151	0
151	4785	3
4786	151	0
151	4786	3
4787	106	0
106	4787	3
4788	80	0
80	4788	3
4789	557	0
557	4789	3
4790	557	0
557	4790	3
4791	709	0
709	4791	3
4791	710	0
710	4791	3
4792	557	0
557	4792	3
4793	11	0
11	4793	3
4793	557	0
557	4793	3
4793	803	0
803	4793	3
4794	805	0
805	4794	3
4795	806	0
806	4795	3
4796	326	0
326	4796	3
4797	299	0
299	4797	3
4798	807	0
807	4798	3
4799	548	0
548	4799	3
4800	809	0
809	4800	3
4801	810	0
810	4801	3
4802	810	0
810	4802	3
4803	397	0
397	4803	3
4803	719	0
719	4803	3
4804	557	0
557	4804	3
4805	811	0
811	4805	3
4805	812	0
812	4805	3
4806	813	0
813	4806	3
4807	813	0
813	4807	3
4808	298	0
298	4808	3
4809	274	0
274	4809	3
4809	815	0
815	4809	3
4810	414	0
414	4810	3
4811	723	0
723	4811	3
4812	68	0
68	4812	3
4812	479	0
479	4812	3
4813	817	0
817	4813	3
4814	79	0
79	4814	3
4814	817	0
817	4814	3
4815	818	0
818	4815	3
4816	373	0
373	4816	3
4817	819	0
819	4817	3
4817	820	0
820	4817	3
4818	326	0
326	4818	3
4819	512	0
512	4819	3
4820	512	0
512	4820	3
4821	822	0
822	4821	3
4822	823	0
823	4822	3
4823	341	0
341	4823	3
4824	382	0
382	4824	3
4825	824	0
824	4825	3
4826	824	0
824	4826	3
4827	767	0
767	4827	3
4828	826	0
826	4828	3
4829	827	0
827	4829	3
4830	828	0
828	4830	3
4831	373	0
373	4831	3
4832	373	0
373	4832	3
4833	373	0
373	4833	3
4834	373	0
373	4834	3
4835	56	0
56	4835	3
4835	830	0
830	4835	3
4836	739	0
739	4836	3
4837	831	0
831	4837	3
4838	739	0
739	4838	3
4839	739	0
739	4839	3
4840	695	0
695	4840	3
4840	739	0
739	4840	3
4841	297	0
297	4841	3
4842	289	0
289	4842	3
4842	308	0
308	4842	3
4842	342	0
342	4842	3
4842	832	0
832	4842	3
4842	833	0
833	4842	3
4843	834	0
834	4843	3
4844	73	0
73	4844	3
4845	580	0
580	4845	3
4846	835	0
835	4846	3
4847	835	0
835	4847	3
4848	836	0
836	4848	3
4848	837	0
837	4848	3
4849	104	0
104	4849	3
4850	695	0
695	4850	3
4850	834	0
834	4850	3
4851	720	0
720	4851	3
4852	560	0
560	4852	3
4853	610	0
610	4853	3
4854	839	0
839	4854	3
4855	308	0
308	4855	3
4855	828	0
828	4855	3
4856	840	0
840	4856	3
4857	246	0
246	4857	3
4857	841	0
841	4857	3
4857	842	0
842	4857	3
4858	844	0
844	4858	3
4859	844	0
844	4859	3
4860	845	0
845	4860	3
4861	845	0
845	4861	3
4862	843	0
843	4862	3
4863	299	0
299	4863	3
4863	845	0
845	4863	3
4864	846	0
846	4864	3
4865	845	0
845	4865	3
4866	512	0
512	4866	3
4867	847	0
847	4867	3
4868	848	0
848	4868	3
4869	848	0
848	4869	3
4870	365	0
365	4870	3
4871	849	0
849	4871	3
4872	850	0
850	4872	3
4873	72	0
72	4873	3
4873	73	0
73	4873	3
4873	680	0
680	4873	3
4874	3	0
3	4874	3
4875	851	0
851	4875	3
4876	852	0
852	4876	3
4877	106	0
106	4877	3
4878	276	0
276	4878	3
4879	326	0
326	4879	3
4880	259	0
259	4880	3
4881	713	0
713	4881	3
4882	324	0
324	4882	3
4882	854	0
854	4882	3
4883	87	0
87	4883	3
4883	324	0
324	4883	3
4883	854	0
854	4883	3
4884	76	0
76	4884	3
4885	329	0
329	4885	3
4886	420	0
420	4886	3
4887	764	0
764	4887	3
4888	856	0
856	4888	3
4889	75	0
75	4889	3
4890	86	0
86	4890	3
4890	87	0
87	4890	3
4890	857	0
857	4890	3
4891	858	0
858	4891	3
4892	80	0
80	4892	3
4892	713	0
713	4892	3
4893	485	0
485	4893	3
4894	485	0
485	4894	3
4895	833	0
833	4895	3
4895	859	0
859	4895	3
4896	318	0
318	4896	3
