126	Zhanhuai Li	0
127	Paolo Giorgini	0
128	Francesco Santini	0
129	Evangelos E. Milios	0
130	Thomas J. E. Schwarz	0
131	Susana Ladra	0
132	Rattikorn Hewett	0
133	Barton P. Miller	0
134	Svein-Olaf Hvasshovd	0
135	Bao-Gang Hu	0
136	Yu Qian	0
137	Wei Lai	0
138	Jie Tang	0
139	Ming Yang	0
140	Chin-Chen Chang	0
141	Baile Shi	0
142	Dong-Hong Ji	0
143	Jun Chen	0
144	Wei Ding	0
145	Ge Yu	0
146	Jianzhong Li	0
147	Yan Liu	0
148	Lei Liu	0
149	Ning Liu	0
150	Hongwei Zhang	0
151	Daniel P. Miranker	0
152	Fan Yang	0
153	Aoying Zhou	0
154	Ling Feng	0
155	Xiaokui Xiao	0
156	Ying Li	0
157	Ling Liu	0
158	Ying Zhang	0
159	Jun Guo	0
160	Meichun Hsu	0
161	Yi Zhang	0
162	Keith C. C. Chan	0
163	Gang Wang	0
164	Fang Liu	0
165	Tetsuya Higuchi	0
166	Junqiang Liu	0
167	Tong Zhang	0
168	Yiyu Yao	0
169	Wai-Ho Au	0
170	Helge Ritter	0
171	Jean Sallantin	0
172	Reda Alhajj	0
173	T. S. E. Maibaum	0
174	Hidenao Abe	0
175	Shusaku Tsumoto	0
176	Shoji Hirano	0
177	Pedro Cano	0
178	Menzo Windhouwer	0
179	Alex Acero	0
180	B. Prabhakaran	0
181	Wei Su	0
182	Benjamin G. Zorn	0
183	Sanjeev Kumar	0
184	Hanpei Koike	0
185	Yoshinori Yamaguchi	0
186	Lin Li	0
187	Susan J. Eggers	0
188	Mark D. Hill	0
189	Arnold L. Rosenberg	0
190	Joxan Jaffar	0
191	Asaf Adi	0
192	Manuel Rodriguez-Martinez	0
193	Michael J. Carey	0
194	Chen Chen	0
195	Moustafa Ghanem	0
196	Chenxi Lin	0
197	Yong Yu	0
198	Calton Pu	0
199	James Caverlee	0
200	Munindar P. Singh	0
201	Mokrane Bouzeghoub	0
202	Shinichi Honiden	0
203	W. A. Gray	0
204	Yong Wang	0
205	Zahir Tari	0
206	Chi-Hung Chi	0
207	Jen-Yao Chung	0
208	Werner Vogels	0
209	Jayant Kalagnanam	0
210	Nirmit Desai	0
211	Mao Chen	0
212	Opher Etzion	0
213	D. Janaki Ram	0
214	Gustavo Alonso	0
215	Kamalakar Karlapalem	0
216	Mathias Weske	0
217	Chun Zhang	0
218	Armin B. Cremers	0
219	Kaladhar Voruganti	0
220	Brian F. Cooper	0
221	Yi Chen	0
222	Donghui Feng	0
223	Sebastian Richly	0
224	Nabil R. Adam	0
225	Fabio Casati	0
226	Anuradha Bhamidipaty	0
227	Jun Zhu	0
228	Marco Vieira	0
229	Yuan-Chi Chang	0
230	Jin-Kao Hao	0
231	Lotfi Ben Romdhane	0
232	Jun Yan	0
233	Anand Ranganathan	0
234	Prasad M. Deshpande	0
235	Jimeng Sun	0
236	Hasan Davulcu	0
237	Avraham Leff	0
238	Dipayan Gangopadhyay	0
239	German Shegalov	0
240	Shantanu Godbole	0
241	Xing Wei	0
242	Nancy A. Lynch	0
243	Ajay Gupta	0
244	Le Gruenwald	0
245	Jonathan P. Pearce	0
246	Milind Tambe	0
247	Enrico Pontelli	0
248	Tao Wang	0
249	Jian Xu	0
250	Prashant J. Shenoy	0
251	Panos K. Chrysanthis	0
252	Tore Risch	0
253	Sadok Ben Yahia	0
254	Maarten Marx	0
255	Martine De Cock	0
256	Jan Rauch	0
257	Andrzej Szalas	0
258	Jian Chen	0
259	Eunok Paek	0
260	Susumu Horiguchi	0
261	Li Tao	0
262	Jonathan Amsterdam	0
263	Franz Baader	0
264	Frank Wolter	0
265	John G. Hughes	0
266	Duc Nghia Pham	0
267	John K. Slaney	0
268	Abdul Sattar	0
269	Bruce G. Buchanan	0
270	Rens Bod	0
271	Arthur M. Farley	0
272	Robert McCartney	0
273	Alon Altman	0
274	Moshe Tennenholtz	0
275	Michael T. Cox	0
276	Diego Calvanese	0
277	Maurizio Lenzerini	0
278	Margot Flowers	0
279	Cristopher Moore	0
280	William Adams	0
281	Wolfgang Wahlster	0
282	Kagan Tumer	0
283	Peter M. Andreae	0
284	Sabine Bergler	0
285	Fabrizio Angiulli	0
286	Luigia Carlucci Aiello	0
287	Janice S. Aikins	0
288	Carles Mateu	0
289	John P. McDermott	0
290	Alvaro del Val	0
291	Grigoris Antoniou	0
292	Venkat Ajjanagadde	0
293	David Billington	0
294	Michael J. Maher	0
295	Elaine Kant	0
296	Henri Prade	0
297	Eyal Amir	0
298	David W. Aha	0
299	Agustin A. Araya	0
300	Norman K. Sondheimer	0
301	R. James Firby	0
302	Kenrick J. Mock	0
303	Donald C. Allen	0
304	Mehran Asadi	0
305	Barbara Hayes-Roth	0
306	Robert St. Amant	0
307	Maja J. Mataric	0
308	Richard Fikes	0
309	Guizhen Yang	0
310	Randall Davis	0
311	Ron Lavi	0
312	Elan Pavlov	0
313	Maxim Peysakhov	0
314	William C. Regli	0
315	Evan Sultanik	0
316	Steve Whittaker	0
317	Sugato Basu	0
318	Craig Boutilier	0
319	Adam J. Grove	0
320	Catherine Baudin	0
321	Barney Pell	0
322	Joseph Y. Halpern	0
323	Eric B. Baum	0
324	Qiang Yang	0
325	Norman I. Badler	0
326	Raymond J. Mooney	0
327	Kenneth M. Bayer	0
328	William Mark	0
329	Naren Ramakrishnan	0
330	Christopher Bailey-Kellogg	0
331	Dennis F. Kibler	0
332	Delbert D. Bailey	0
333	J. Christopher Beck	0
334	William Bain	0
335	Minqing Hu	0
336	Cecile T. Balkanski	0
337	Phil Hayes	0
338	Scott Davies	0
339	Henry A. Rowley	0
340	Nadya Belov	0
341	Matthew Morgenstern	0
342	Robert Neches	0
343	Philip London	0
344	Bikramjit Banerjee	0
345	Didier Dubois	0
346	Chitta Baral	0
347	Alessandro Saffiotti	0
348	Tran Cao Son	0
349	D. Paul Benjamin	0
350	Malcolm C. Harrison	0
351	Le-Chi Tuan	0
352	Anthony G. Cohn	0
353	Russell Bent	0
354	John K. Tsotsos	0
355	Jihie Kim	0
356	George Berg	0
357	Antje Beringer	0
358	Torsten Schaub	0
359	Jim E. Greer	0
360	Cyrus Shahabi	0
361	Stephen J. Buckley	0
362	Anthony J. Bonner	0
363	Gary C. Borchardt	0
364	Marie-Odile Cordier	0
365	Barry O'Sullivan	0
366	Marco Cadoli	0
367	Toby Walsh	0
368	Robert C. Bolles	0
369	Alan Borning	0
370	Mehdi T. Harandi	0
371	Alexander Botta	0
372	Sooraj Bhat	0
373	Jack Mostow	0
374	Amitava Bagchi	0
375	Duane Szafron	0
376	Richard Dearden	0
377	Raymond Reiter	0
378	Lawrence Birnbaum	0
379	Gregg Collins	0
380	Bruce Krulwich	0
381	Rod McGuire	0
382	Marc G. Slack	0
383	Andrew McCallum	0
384	Michael H. Bowling	0
385	P. Anandan	0
386	Dana F. Wilkinson	0
387	Ali Ghodsi	0
388	Gheorghe Tecuci	0
389	Andrew Blake	0
390	Andrew W. Moore	0
391	Ronald J. Brachman	0
392	Wendy G. Lehnert	0
393	Eric Bloedorn	0
394	Robert L. Blum	0
395	Carmel Domshlak	0
396	Solomon Eyal Shimony	0
397	Manuela M. Veloso	0
398	Bonnie L. Webber	0
399	Mark S. Boddy	0
400	Benjamin W. Wah	0
401	David Kortenkamp	0
402	Felix Brandt	0
403	Felix A. Fischer	0
404	Gregory Dudek	0
405	Robert Sim	0
406	Darius Braziunas	0
407	William F. Brewer	0
408	Gerhard Brewka	0
409	Romeo Sanchez Nigenda	0
410	Minh Binh Do	0
411	Michael L. Brodie	0
412	Jennifer G. Dy	0
413	Brian Scassellati	0
414	W. Bruce Croft	0
415	Ioannis Tsamardinos	0
416	Silvia Coradeschi	0
417	Scott H. Clearwater	0
418	Hung Hai Bui	0
419	Svetha Venkatesh	0
420	David C. Wilkins	0
421	Alan Bundy	0
422	Wray L. Buntine	0
423	Gerhard Lakemeyer	0
424	Tom Bylander	0
425	Paul E. Utgoff	0
426	Ellen Campana	0
427	Adrian Silvescu	0
428	Sandra Carberry	0
429	Claire Cardie	0
430	Giuseppe Carenini	0
431	Mark James Carman	0
432	David Carmel	0
433	Leslie Pack Kaelbling	0
434	Laurent Catach	0
435	Angelo Oddi	0
436	Xiaoyong Chai	0
437	Ronald Parr	0
438	Hei Chan	0
439	Adnan Darwiche	0
440	Alan K. Mackworth	0
441	Eugene Charniak	0
442	Mike Perkowitz	0
443	Mark E. Stickel	0
444	Richard J. Waldinger	0
445	Hubie Chen	0
446	Radhika Nagpal	0
447	Yun-Gyung Cheong	0
448	Daniel L. Chester	0
449	David Maxwell Chickering	0
450	Steve Chien	0
451	Hai Leong Chieu	0
452	Fumihiko Chimura	0
453	Arthur Choi	0
454	Lonnie Chrisman	0
455	Jens Christensen	0
456	Jennifer Chu-Carroll	0
457	David A. Plaisted	0
458	Tat-Seng Chua	0
459	Paolo Traverso	0
460	William J. Clancey	0
461	Tad Hogg	0
462	Bradley J. Clement	0
463	James Clifford	0
464	Martin Rajman	0
465	Peter Jeavons	0
466	Niall M. Adams	0
467	Yoram Singer	0
468	John W. Collins	0
469	Dennis DeCoste	0
470	Louise Pryor	0
471	Margaret E. Connell	0
472	Boi Faltings	0
473	Diane J. Cook	0
474	Daniel D. Corkill	0
475	Daniel D. Suthers	0
476	Sylvie Coste-Marquis	0
477	Tom Costello	0
478	Barry Smyth	0
479	Norman Y. Foo	0
480	Dimitris Plexousakis	0
481	Mark Craven	0
482	Kamal Nigam	0
483	Susan Craw	0
484	James M. Crawford	0
485	Peter F. Patel-Schneider	0
486	Rajesh P. N. Rao	0
487	Hang Cui	0
488	James Cussens	0
489	Ashwin Srinivasan	0
490	Deborah A. Dahl	0
491	Kathleen Dahlgren	0
492	Guang Dai	0
493	Alex Rogers	0
494	Charles B. Callaway	0
495	Jody J. Daniels	0
496	Lindley Darden	0
497	Matthew L. Ginsberg	0
498	Denver Dash	0
499	Branislav Kveton	0
500	Dmitry Davidov	0
501	Ian Davidson	0
502	S. S. Ravi	0
503	Ernest Davis	0
504	Henry W. Davis	0
505	Howard E. Shrobe	0
506	Keiji Kanazawa	0
507	Kalev Kask	0
508	Mike Williamson	0
509	Michael F. Deering	0
510	Arthur L. Delcher	0
511	John Demiris	0
512	Ashwin Ram	0
513	M. D. Diamond	0
514	Bistra N. Dilkina	0
515	Chris H. Q. Ding	0
516	John Dixon	0
517	Surnjani Djoko	0
518	Parag Singla	0
519	Steven K. Donoho	0
520	Piotr J. Gmytrasiewicz	0
521	Richard J. Doyle	0
522	David Atkinson	0
523	Thomas Drakengren	0
524	Marek J. Druzdzel	0
525	Maheshkumar Sabhnani	0
526	Gavan Duffy	0
527	Susan T. Dumais	0
528	Stephen D. Durbin	0
529	Jaeho Lee	0
530	Eugene C. Freuder	0
531	Shahid Jabbar	0
532	Hans Tompits	0
533	Stefan Woltran	0
534	Michael Lesk	0
535	Edward M. Riseman	0
536	Michael P. Wellman	0
537	Ethan A. Scarl	0
538	Susan P. Ennis	0
539	Eithan Ephrati	0
540	Jeffrey S. Rosenschein	0
541	Marco Gori	0
542	Kutluhan Erol	0
543	Doug Downey	0
544	John O. Everett	0
545	Matthew P. Evett	0
546	William A. Andersen	0
547	Ronald Fagin	0
548	Brian Falkenhainer	0
549	Dedre Gentner	0
550	Haixun Wang	0
551	James Fan	0
552	Jimmy Ho-Man Lee	0
553	Robert G. Farrell	0
554	John R. Anderson	0
555	Usama M. Fayyad	0
556	Edward A. Feigenbaum	0
557	Kathleen McKeown	0
558	Alexander Feldman	0
559	Charles Rich	0
560	Robert C. Holte	0
561	Paolo Ferraris	0
562	Stephen Fickas	0
563	D. Austin Henderson Jr.	0
564	Akshay Java	0
565	Andreas C. Lemke	0
566	Michael R. Lowry	0
567	Andrew P. Witkin	0
568	Douglas H. Fisher	0
569	Daniel Lemire	0
570	Nicholas S. Flann	0
571	Emmett Tomai	0
572	Charles Forgy	0
573	Bradley P. Allen	0
574	Susan Fox	0
575	C. David Page Jr.	0
576	Peter Friedland	0
577	Leonard Friedman	0
578	Marc Friedman	0
579	Georg Gottlob	0
580	Wolfgang Nejdl	0
581	Daniel Frost	0
582	Akinori Fujino	0
583	Stuart L. Crawford	0
584	Barbara J. Grosz	0
585	Michel Galley	0
586	Thomas Y. Galloway	0
587	Antony Galton	0
588	Klaus-Peter Gapp	0
589	Artur S. d'Avila Garcez	0
590	Daniela Rus	0
591	Alan Garvey	0
592	John Gaschnig	0
593	Andrew S. Gavin	0
594	Martin Gebser	0
595	Joohyung Lee	0
596	Yuliya Lierler	0
597	Christopher W. Geib	0
598	Andrew Gelsey	0
599	Geoffrey J. Gordon	0
600	Melinda T. Gervasio	0
601	Wayne Iba	0
602	Lise Getoor	0
603	Allen Ginsberg	0
604	Andrea Giovannucci	0
605	Marco Maratea	0
606	Ido Dagan	0
607	Moshe Koppel	0
608	Naftali Tishby	0
609	Andrew R. Golding	0
610	David J. Musliner	0
611	David Jerald Goldstone	0
612	Joseph A. Konstan	0
613	Jonathan L. Herlocker	0
614	Bradley A. Goodman	0
615	Devika Subramanian	0
616	David B. Sher	0
617	Dan L. Grecu	0
618	Ian Green	0
619	Russell Greiner	0
620	Ramana Isukapalli	0
621	Wei Zhou	0
622	Mark D. Grover	0
623	Lyle H. Ungar	0
624	Raymond D. Gumb	0
625	Yuhong Guo	0
626	J. David Schaffer	0
627	Gail Haddock	0
628	Stefan Schulz	0
629	Klemens Schnattinger	0
630	Ira J. Haimowitz	0
631	Mubarak Shah	0
632	Shou-de Lin	0
633	Steve G. Romaniuk	0
634	Daniel T. Halstead	0
635	Timothy M. Converse	0
636	Tracy Hammond	0
637	Kyungsook Han	0
638	Jeffrey O. Kephart	0
639	Sanda M. Harabagiu	0
640	V. Finley Lacatusu	0
641	Lawrence Hunter	0
642	David Jensen	0
643	Steven L. Lytinen	0
644	Brian A. Haugh	0
645	Sandip Sen	0
646	David Heckerman	0
647	Joseph L. Hellerstein	0
648	Federico Heras	0
649	Javier Larrosa	0
650	Martin Herman	0
651	Christoph S. Herrmann	0
652	Michael Thielscher	0
653	Jeff Rickel	0
654	John C. Hogge	0
655	James D. Hollan	0
656	Alan Holland	0
657	Keiko Horiguchi	0
658	Ian Horrocks	0
659	John F. Horty	0
660	David S. Touretzky	0
661	Jane Yung-jen Hsu	0
662	Jinbo Huang	0
663	Gary H. Ogasawara	0
664	Fei Huang	0
665	Stephan Vogel	0
666	Paul D. Hubbe	0
667	Ramakant Nevatia	0
668	Scott B. Huffman	0
669	John E. Laird	0
670	Robert A. Hummel	0
671	Joelle Pineau	0
672	Scott B. Hunter	0
673	Aaron Hunter	0
674	Nathanael Hyafil	0
675	David Elliot Shaw	0
676	Robert McGrew	0
677	Satinder P. Singh	0
678	Takayuki Ito	0
679	Hiromitsu Hattori	0
680	Atsushi Iwasaki	0
681	Makoto Iwayama	0
682	Takenobu Tokunaga	0
683	Peter Jackson	0
684	Paul S. Jacobs	0
685	Jyh-Shing Roger Jang	0
686	Daniel Boley	0
687	Euna Jeong	0
688	Kevin Leyton-Brown	0
689	George H. John	0
690	Jeffrey Johns	0
691	Sridhar Mahadevan	0
692	David Scott Warren	0
693	John R. Josephson	0
694	Christopher G. Chute	0
695	Sanjaya Addanki	0
696	Darsana P. Josyula	0
697	Michael L. Anderson	0
698	Ulrich Junker	0
699	Olivier Lhomme	0
700	John Seely Brown	0
701	Jeff Pepper	0
702	Meir Kalech	0
703	Micheline Kamber	0
704	Rajjan Shinghal	0
705	Dimitris Papadias	0
706	Michael Kass	0
707	Kenneth A. Kaufman	0
708	Charles Kellogg	0
709	Van E. Kelly	0
710	Louis I. Steinberg	0
711	Randy Kerber	0
712	Kee-Eung Kim	0
713	Martha Stone Palmer	0
714	Larry A. Rendell	0
715	Todd C. Mowry	0
716	Ted E. Senator	0
717	Matthew Klenk	0
718	Steve K. Luk	0
719	Pragnesh Jay Modi	0
720	Ion Muslea	0
721	Josh D. Tenenberg	0
722	Michail G. Lagoudakis	0
723	Jack Minker	0
724	Mieczyslaw M. Kokar	0
725	Terry E. Weymouth	0
726	Andrew P. Kosoresow	0
727	Manolis Koubarakis	0
728	John R. Koza	0
729	Paul A. Viola	0
730	Miroslav Kubat	0
731	Jeremy Kubica	0
732	Jeff G. Schneider	0
733	Gregory Kuhlmann	0
734	T. K. Satish Kumar	0
735	K. Ramesh	0
736	V. Nageshwara Rao	0
737	Steve Kuo	0
738	Brian Livezey	0
739	P. Pandurang Nayak	0
740	Kristian Kersting	0
741	Stellan Ohlsson	0
742	Pattie Maes	0
743	David Wolpert	0
744	Michael Lebowitz	0
745	Wood W. Lee	0
746	Sylvian R. Ray	0
747	Natasa Milic-Frayling	0
748	Jasmina Pavlin	0
749	Jacek Leszczylowski	0
750	Julie Letchner	0
751	John Levine	0
752	Robert Levinson	0
753	Tod S. Levitt	0
754	Ilya Levner	0
755	Marie-Christine Rousset	0
756	Anand Rajaraman	0
757	Joann J. Ordille	0
758	Pascal Poupart	0
759	Hui Li	0
760	Xuejun Liao	0
761	Lin Liao	0
762	Shimei Pan	0
763	Henry Lieberman	0
764	Prasad Tadepalli	0
765	Gerald Liu	0
766	Zheng-Yang Liu	0
767	Anthony Stentz	0
768	Wynne Hsu	0
769	Wee Sun Lee	0
770	Shieu-Hong Lin	0
771	Karen E. Lochbaum	0
772	David Sarne	0
773	Yuanlin Zhang	0
774	Shai Ben-David	0
775	Charles X. Ling	0
776	Eric Nyberg	0
777	William J. Long	0
778	Dimitris Margaritis	0
779	Kian Hsiang Low	0
780	Dragos D. Margineantu	0
781	Thomas M. Strat	0
782	Marc Luria	0
783	T. Anthony Marsland	0
784	Bhaskara Marthi	0
785	Robert M. MacGregor	0
786	Paolo Avesani	0
787	John MacIntyre	0
788	Luca Maria Gambardella	0
789	Trevor Walker	0
790	Nobuyuki Otsu	0
791	Omid Madani	0
792	Alon Y. Halevy	0
793	Michael J. Witbrock	0
794	Michael L. Mauldin	0
795	Zohar Manna	0
796	Randall Steeb	0
797	Gregory Druck	0
798	L. Thorne McCarty	0
799	Subramani Mani	0
800	Ruven E. Brooks	0
801	David D. McDonald	0
802	Thomas F. McDougal	0
803	Jacques Robin	0
804	Vasileios Hatzivassiloglou	0
805	Yifen Huang	0
806	Debasis Mitra	0
807	Felix Frayman	0
808	Jade Goldstein	0
809	James R. Meehan	0
810	Itay Meiri	0
811	Luiz Homem de Mello	0
812	Arthur C. Sanderson	0
813	Michael D. Moffitt	0
814	Anup K. Sen	0
815	Dov Monderer	0
816	Leonid Peshkin	0
817	Richard Booth	0
818	DoKyeong Ok	0
819	Attilio Giordana	0
820	Lorenza Saitta	0
821	Ben Wegbreit	0
822	Martin Sachenbacher	0
823	Nic Wilson	0
824	Leora Morgenstern	0
825	Yan Qu	0
826	Robert Milne	0
827	Yoshua Bengio	0
828	Robert Nado	0
829	Srinivas Narayanan	0
830	Hiroshi Motoda	0
831	Peter W. Mullarkey	0
832	Casimir A. Kulikowski	0
833	Ramesh S. Patil	0
834	Seshashayee S. Murthy	0
835	Ani Nenkova	0
836	Neil V. Murray	0
837	Erik Rosenthal	0
838	XuanLong Nguyen	0
839	David C. Noelle	0
840	Katashi Nagao	0
841	Ranjit Nair	0
842	Pradeep Varakantham	0
843	Hiroshi G. Okuno	0
844	Midori Tanaka	0
845	Gordon S. Novak	0
846	Gayathri Namasivayam	0
847	Slawomir Nowaczyk	0
848	Bernard Nudel	0
849	Derek H. Sleeman	0
850	James M. Rehg	0
851	Manabu Okumura	0
852	Jun-ichi Tsujii	0
853	Michita Imai	0
854	Jeffrey Junfeng Pan	0
855	Nikos Mamoulis	0
856	Austin Parker	0
857	Lushan Han	0
858	Dekang Lin	0
859	Peter Szolovits	0
860	D. A. Pearce	0
861	James A. Reggia	0
862	William Pentney	0
863	Matthai Philipose	0
864	Mark A. Peot	0
865	Olivier Spanjaard	0
866	Gerald E. Peterson	0
867	Gadi Pinkas	0
868	Massimo Poesio	0
869	Jean Ponce	0
870	Marti A. Hearst	0
871	K. Prazdny	0
872	Steven David Prestwich	0
873	Francesca Rossi	0
874	Robert Price	0
875	Armand Prieditis	0
876	Salvatore J. Stolfo	0
877	Tom Fawcett	0
878	Jean-Francois Puget	0
879	Rahul Gupta	0
880	David A. Bell	0
881	Gilles Pesant	0
882	Filip Radlinski	0
883	Christopher D. Manning	0
884	Kunal Punera	0
885	Michael Redmond	0
886	Amit Ramesh	0
887	James B. Moen	0
888	Harry Zhang	0
889	Otthein Herzog	0
890	Stephen C. Y. Lu	0
891	Harry C. Reinstein	0
892	Kent Wittenburg	0
893	Bradley L. Richards	0
894	Jussi Rintanen	0
895	Sheng Ma	0
896	David B. Skalak	0
897	M. Timur Friedman	0
898	Mark J. Nelson	0
899	Ann E. Robinson	0
900	David E. Wilkins	0
901	Floris Roelofsen	0
902	Warren Sack	0
903	M. David Sadek	0
904	Leonard P. Wesley	0
905	Mehran Sahami	0
906	Chaofan Sun	0
907	David Rosenthal	0
908	Michel de Rougemont	0
909	Bon K. Sy	0
910	Tian Sang	0
911	Oliviero Stock	0
912	Arthur C. Graesser	0
913	Virginia Savova	0
914	Philip Schaefer	0
915	Matthias Scheutz	0
916	Richard F. E. Sutcliffe	0
917	Jeffrey C. Schlimmer	0
918	Albrecht Schmiedel	0
919	James G. Schmolze	0
920	Ho Soo Lee	0
921	L. Y. Shih	0
922	Janusz Marecki	0
923	Young-In Shin	0
924	Mark Harper Shirley	0
925	Ilya Shpitser	0
926	David B. Searls	0
927	Chern H. Seet	0
928	Richard Segal	0
929	Alberto Maria Segre	0
930	Mallory Selfridge	0
931	Meinolf Sellmann	0
932	Teddy Candale	0
933	Dafna Shahaf	0
934	Moninder Singh	0
935	Gordon Skorstad	0
936	Sam Skrivan	0
937	Michael R. Wick	0
938	Aaron Sloman	0
939	Steven L. Small	0
940	Grahame B. Smith	0
941	Kostas Stergiou	0
942	Paul Smolensky	0
943	A. Ricardo Morales	0
944	Vishal Soni	0
945	Ellen Spertus	0
946	Jana Koehler	0
947	Zbigniew Stachniak	0
948	Kenneth O. Stanley	0
949	Sharon A. Stansfield	0
950	Boris Katz	0
951	Alexander R. Statnikov	0
952	David M. Steier	0
953	Jonathan Stillman	0
954	Kilian Stoffel	0
955	David R. Strip	0
956	Xinlong Bao	0
957	P. A. Subrahmanyam	0
958	Joan Feigenbaum	0
959	Ronen Feldman	0
960	Toshikazu Tanimoto	0
961	Matthew E. Taylor	0
962	Astro Teller	0
963	Snehal Thakkar	0
964	Hideto Tomabechi	0
965	Simon Tong	0
966	Richard M. Tong	0
967	Rudolph Triebel	0
968	Mabry Tyson	0
969	Claudia Ulbricht	0
970	Jeffrey D. Ullman	0
971	Warren P. Seering	0
972	Thomas D. Wu	0
973	Dekai Wu	0
974	Ke Wang	0
975	Yabo Xu	0
976	Leslie G. Valiant	0
977	Elke A. Rundensteiner	0
978	C. Vasudevan	0
979	Jordan Erenrich	0
980	Lawrence K. Saul	0
981	Marcos Vescovi	0
982	Sholom M. Weiss	0
983	Robert S. Galen	0
984	Nitin Indurkhya	0
985	Vincent Vidal	0
986	Yonghong Wang	0
987	Shih-Fen Cheng	0
988	Paul E. Johnson	0
989	William M. Wells III	0
990	Kiri Wagstaff	0
991	Richard P. Wildes	0
992	Marianne Winslett	0
993	Patrick H. Winston	0
994	Andrew G. Barto	0
995	Richard J. Wood	0
996	Ramin Zabih	0
997	Tanzeem Choudhury	0
998	Zhi-Hua Zhou	0
999	Linli Xu	0
1000	Li-Yan Yuan	0
1001	Nobuhiro Yugami	0
1002	Masahiro Ono	0
1003	Fan Li	0
1004	John M. Zelle	0
1005	Joseph C. Pemberton	0
1006	Yanhong Zhai	0
1007	Nevin Lianwen Zhang	0
1008	Kenneth Man-kam Yip	0
1009	Zhu Zhang	0
1010	Sasha Blair-Goldensohn	0
1011	Gerald J. Sussman	0
1012	Steven Reece	0
1013	H. V. Jagadish	0
1014	Xiaofei He	0
1015	Jiawei Han	0
1016	Daniel Golovin	0
1017	Ingrid Zukerman	0
1018	Matthias Hein	0
1019	Jieming Zhu	0
1020	Anika Schumann	0
1021	Marc Pickett	0
1022	Andreas Krause	0
1023	Dorit Avrahami-Zilberbrand	0
1024	Victor Naroditskiy	0
1025	Han Lin	0
1026	Matthew Kitching	0
1027	Martin Allen	0
1028	Zhenglu Yang	0
1029	Brian Harrington	0
1030	Guy Shani	0
1031	H. Brendan McMahan	0
